Year	Month	State	Price_RES	Price_COM	Price_IND	Price_OTH	Price_ALL
1990	1	SC	6.85	6.05	3.95	5.42	5.57
1990	1	SD	6.39	6.39	4.65	3.33	5.85
1990	1	TN	5.68	6.06	4.82	6.77	5.42
1990	1	TX	6.26	6.05	4.19	6.32	5.54
1990	1	UT	7.02	6.34	3.75	4.08	5.5
1990	1	VA	6.35	6.01	4.49	5.41	5.85
1990	1	VT	9.31	9.37	7.85	11.89	8.97
1990	1	WA	4.4	4.19	2.54	3.45	3.6
1990	1	WI	6.44	5.73	4.09	6.16	5.45
1990	1	WV	5.51	5.16	3.47	6.98	4.65
1990	1	WY	5.63	5.19	3.51	3.2	4.2
1990	2	AK	9.47	8.8	8.27	11.99	9.17
1990	2	AL	7	6.44	3.63	5.18	5.18
1990	2	AR	7.72	6.84	4.87	6.74	6.41
1990	2	AZ	7.85	7.86	5.23	5.22	7.11
1990	2	CA	9.9	9.18	6.37	4.23	8.46
1990	2	CO	6.47	5.12	4.1	6.59	5.43
1990	2	CT	9.96	9.12	7.5	12.32	9.14
1990	2	DC	5.58	5.43	4.26	5.89	5.13
1990	2	DE	7.87	6.47	4.34	10.21	6.13
1990	2	FL	7.84	6.67	4.96	6.72	6.98
1990	2	GA	7.07	7.58	4.59	7.82	6.31
1990	2	HI	9.9	9.95	7.26	9.03	8.74
1990	2	IA	7.2	5.9	3.74	5.91	5.56
1990	2	ID	4.79	4.63	2.58	5.76	3.9
1990	2	IL	8.64	7.28	5.11	6.36	6.87
1990	2	IN	6.69	5.99	4.04	7.75	5.28
1990	2	KS	7.26	6.66	5.02	7.52	6.35
1990	2	KY	5.66	5.36	3.56	4.59	4.4
1990	2	LA	7.19	7.35	4.46	6.7	5.98
1990	2	MA	9.54	8.27	7.8	10.5	8.7
1990	2	MD	6.41	5.59	4.26	7.87	5.43
1990	2	ME	9.27	9	6.84	10.54	8.31
1990	2	MI	7.71	8.1	5.81	9.85	7.04
1990	2	MN	6.44	5.74	4.05	6.49	5.18
1990	2	MO	6.73	6.17	4.87	6.89	6.13
1990	2	MS	6.8	7.35	4.7	8.18	6.09
1990	2	MT	5.82	4.89	3.1	3.82	4.32
1990	2	NC	7.67	6.49	4.6	7.02	6.28
1990	2	ND	5.68	6.06	4.64	3.28	5.39
1990	2	NE	5.93	5.81	4.36	5.74	5.48
1990	2	NH	10.25	9.47	7.44	13.06	9.09
1990	2	NJ	9.82	8.65	7.14	15.88	8.7
1990	2	NM	8.55	7.79	4.99	5.76	6.93
1990	2	NV	6.35	6.18	4.14	4.36	5.36
1990	2	NY	11.12	10	5.62	7.24	9.09
1990	2	OH	7.65	7.28	4.05	6.03	5.8
1990	2	OK	6.34	5.27	3.38	4.68	5.09
1990	2	OR	4.61	4.87	3.29	5.74	4.27
1990	2	PA	8.55	7.73	5.76	10.1	7.31
1990	2	RI	9.58	8.68	8.19	9.04	8.94
1990	2	SC	7.1	6.27	3.97	5.53	5.47
1990	2	SD	6.55	6.5	4.68	3.24	5.94
1990	2	TN	5.68	6.11	4.81	6.91	5.37
1990	2	TX	6.4	5.81	3.91	5.45	5.24
1990	2	UT	6.96	6.35	3.75	4.09	5.48
1990	2	VA	6.02	6.01	4.12	5.38	5.5
1990	2	VT	9.53	9.78	7.88	12.15	9.17
1990	2	WA	4.39	4.23	2.47	3.3	3.59
1990	2	WI	6.38	5.68	3.99	6.52	5.31
1990	2	WV	5.81	5.32	3.54	7.78	4.72
1990	2	WY	5.7	5.18	3.43	9.46	4.2
1990	3	AK	9.55	8.73	8.36	14.32	9.23
1990	3	AL	6.18	6.48	4.1	5.11	5.19
1990	3	AR	7.85	6.84	4.82	7.01	6.42
1990	3	AZ	8.18	7.9	5.24	4.87	7.13
1990	3	CA	9.97	9.07	6.36	4.06	8.4
1990	3	CO	6.75	5.46	4.32	7.21	5.71
1990	3	CT	9.7	9.56	7.35	12.21	9.16
1990	3	DC	5.34	5.36	4.17	5.72	5.02
1990	3	DE	7.89	6.68	4.25	10.08	6.11
1990	3	FL	7.79	6.65	4.95	6.78	6.93
1990	3	GA	7.05	7.55	4.71	8.16	6.35
1990	3	HI	10.37	10.49	7.86	9.63	9.3
1990	3	IA	7.26	5.79	3.72	5.19	5.52
1990	3	ID	4.78	4.74	2.51	6.32	3.85
1990	3	IL	8.88	7.53	5.47	6.59	7.15
1990	3	IN	6.75	6.1	4.1	7.95	5.35
1990	3	KS	7.59	6.6	5.06	7.37	6.43
1990	3	KY	5.64	5.4	3.47	4.66	4.32
1990	3	LA	7.41	7.28	4.42	7.45	6.03
1990	3	MA	9.03	7.74	7.13	10.8	8.15
1990	3	MD	6.41	5.6	4.45	7.88	5.51
1990	3	ME	9.15	9.07	6.83	10.48	8.27
1990	3	MI	7.73	8.13	5.9	9.97	7.1
1990	3	MN	6.55	5.72	4.04	6.5	5.18
1990	3	MO	6.98	6.18	4.74	6.82	6.13
1990	3	MS	6.89	7.36	4.59	8.29	6.03
1990	3	MT	5.85	5.01	3.01	3.95	4.2
1990	3	NC	7.67	6.43	4.59	7.08	6.25
1990	3	ND	5.76	6.14	4.72	4.09	5.52
1990	3	NE	6.05	5.81	4.28	5.85	5.49
1990	3	NH	10.17	9.42	7.54	13.07	9.11
1990	3	NJ	9.79	8.68	7.12	15.16	8.69
1990	3	NM	8.77	8	5.01	5.85	7
1990	3	NV	5.94	6.49	4.26	4.01	5.33
1990	3	NY	11.19	10.11	5.42	7.34	9.04
1990	3	OH	7.64	7.22	3.8	6.36	5.6
1990	3	OK	6.35	5.51	3.63	4.88	5.2
1990	3	OR	4.71	4.95	3.25	5.51	4.29
1990	3	PA	8.58	7.82	5.78	10.28	7.33
1990	3	RI	9.22	8.24	7.71	8.73	8.52
1990	3	SC	7.21	6.36	4.07	5.79	5.53
1990	3	SD	6.6	6.45	4.53	3.6	5.91
1990	3	TN	5.69	6.3	4.79	6.82	5.38
1990	3	TX	6.84	6.28	4.14	6.09	5.59
1990	3	UT	7.08	6.36	3.71	4.16	5.47
1990	3	VA	6.83	6.19	4.26	5.22	5.89
1990	3	VT	9.47	9.77	7.25	12.15	8.96
1990	3	WA	4.42	4.35	2.42	3.59	3.57
1990	3	WI	6.57	5.74	3.94	6.49	5.3
1990	3	WV	5.78	5.4	3.53	7.95	4.71
1990	3	WY	5.83	5.24	3.53	9.01	4.26
1990	4	AK	10.27	9.19	8.02	13.64	9.63
1990	4	AL	6.93	6.65	4.23	5.43	5.48
1990	4	AR	7.93	6.98	4.7	6.84	6.37
1990	4	AZ	8.97	8.02	5.56	5.17	7.43
1990	4	CA	9.68	8.74	6.25	4.54	8.18
1990	4	CO	7.06	5.77	4.53	7.81	5.97
1990	4	CT	9.65	8.72	7.19	13.2	8.78
1990	4	DC	5.29	5.45	4.26	5.67	5.08
1990	4	DE	8.17	6.46	4.3	10.2	6.12
1990	4	FL	7.9	6.73	5.01	7.13	7.03
1990	4	GA	7.31	7.58	4.77	7.96	6.43
1990	4	HI	10.64	10.59	8.04	9.76	9.45
1990	4	IA	7.49	5.91	3.66	6.52	5.6
1990	4	ID	4.85	4.36	2.58	7.39	3.79
1990	4	IL	9.05	7.53	5.18	6.53	7.04
1990	4	IN	6.85	6.1	3.97	8.43	5.26
1990	4	KS	7.47	6.69	5.12	7.69	6.42
1990	4	KY	5.69	5.33	3.5	4.66	4.34
1990	4	LA	7.48	7.18	4.19	6.42	5.84
1990	4	MA	9.16	7.81	7.32	10.3	8.24
1990	4	MD	6.58	5.7	4.47	8.07	5.6
1990	4	ME	9.1	7.04	5.15	10.37	7.05
1990	4	MI	7.87	8.3	6	10.68	7.2
1990	4	MN	6.64	5.8	3.96	7.1	5.15
1990	4	MO	7.12	6.29	4.67	6.99	6.19
1990	4	MS	7.08	7.36	4.59	8.27	6.06
1990	4	MT	5.21	4.65	2.47	4.06	3.65
1990	4	NC	7.76	6.26	4.53	7.12	6.16
1990	4	ND	6.08	6.37	4.61	3.55	5.6
1990	4	NE	6.07	5.67	4.19	6.15	5.43
1990	4	NH	10.29	9.43	7.44	13.12	9.01
1990	4	NJ	10.03	8.86	7.38	17.15	8.92
1990	4	NM	8.92	8.01	4.93	5.75	6.97
1990	4	NV	6.11	6.31	4.23	3.97	5.25
1990	4	NY	11.02	9.97	5.24	8.83	8.98
1990	4	OH	7.83	7.44	4.01	6.21	5.77
1990	4	OK	6.56	5.4	3.41	4.84	5.14
1990	4	OR	4.71	4.98	3.09	5.37	4.18
1990	4	PA	8.86	7.96	5.91	11.07	7.47
1990	4	RI	9.49	8.35	7.61	9.22	8.63
1990	4	SC	7.38	6.35	4.07	5.87	5.53
1990	4	SD	6.88	6.51	4.51	3.88	6.04
1990	4	TN	5.71	6.23	4.77	6.88	5.35
1990	4	TX	7.05	6.31	4	6.04	5.56
1990	4	UT	7.24	6.39	3.73	4.54	5.45
1990	4	VA	6.97	6.14	4.26	5.41	5.91
1990	4	VT	8.56	7.84	6.19	11.69	7.69
1990	4	WA	4.31	4.22	2.14	3.12	3.29
1990	4	WI	6.73	5.83	4.01	6.42	5.38
1990	4	WV	5.87	5.4	3.48	8.14	4.65
1990	4	WY	5.98	5.33	3.52	9.55	4.25
1990	5	AK	10.27	9.15	8.07	13.65	9.57
1990	5	AL	6.52	6.65	4.49	6.04	5.52
1990	5	AR	8.43	7.05	5.05	7.17	6.69
1990	5	AZ	9.37	7.99	5.65	5.03	7.57
1990	5	CA	9.97	9.32	6.91	4.04	8.58
1990	5	CO	7.27	5.96	4.62	8.32	6.13
1990	5	CT	10.04	9.01	7.33	13.34	9.02
1990	5	DC	5.26	5.47	4.25	5.83	5.06
1990	5	DE	8.58	6.74	4.34	10.34	6.18
1990	5	FL	7.83	6.67	5.03	6.92	7.01
1990	5	GA	7.57	7.3	4.72	8.17	6.45
1990	5	HI	10.29	10.13	7.59	9.51	9.01
1990	5	IA	7.97	6.13	3.7	6.28	5.65
1990	5	ID	4.9	4.1	2.61	5.38	3.73
1990	5	IL	9.55	7.79	5.31	6.81	7.22
1990	5	IN	7.35	6.16	4.17	8.8	5.43
1990	5	KS	8.55	6.75	4.92	8.21	6.67
1990	5	KY	5.85	5.38	3.42	4.73	4.3
1990	5	LA	7.5	6.98	4.13	6.05	5.88
1990	5	MA	9.4	7.98	7.38	11.45	8.38
1990	5	MD	6.95	5.8	4.66	8.29	5.77
1990	5	ME	9.01	7.21	5.17	10.71	7
1990	5	MI	7.86	8.34	5.88	10.9	7.14
1990	5	MN	6.86	6.04	4.09	7.89	5.28
1990	5	MO	8.07	6.93	5.04	7.32	6.8
1990	5	MS	7.26	7.22	4.81	7.93	6.2
1990	5	MT	4.73	4.34	2.35	4.49	3.39
1990	5	NC	7.94	6.33	4.52	7.05	6.15
1990	5	ND	6.55	6.64	4.85	3.63	5.89
1990	5	NE	6.22	5.75	4.09	6.29	5.46
1990	5	NH	10.31	9.57	7.56	13.25	9.09
1990	5	NJ	10.27	9.09	7.38	17.94	9.05
1990	5	NM	9.3	8.3	5.07	5.77	7.13
1990	5	NV	5.45	6.13	4.28	4.28	5.1
1990	5	NY	11.31	10.26	5.2	8.52	9.06
1990	5	OH	8.37	7.51	3.98	6.18	5.8
1990	5	OK	6.82	5.61	3.53	5.21	5.35
1990	5	OR	4.68	4.66	2.88	4.48	3.97
1990	5	PA	9.41	8.32	6.04	11.17	7.71
1990	5	RI	9.22	8.07	7.36	9.44	8.35
1990	5	SC	7.28	6.22	4	5.66	5.4
1990	5	SD	7.24	6.8	4.62	4.15	6.22
1990	5	TN	5.73	6.1	4.8	6.84	5.34
1990	5	TX	7.63	6.38	4.07	6.29	5.86
1990	5	UT	7.3	6.35	3.75	3.95	5.35
1990	5	VA	7.79	6.18	4.3	5.29	6.14
1990	5	VT	8.89	7.96	5.83	11.73	7.67
1990	5	WA	4.31	4.06	2.01	2.92	3.11
1990	5	WI	6.68	5.83	4.06	6.58	5.36
1990	5	WV	6	5.45	3.53	8.84	4.69
1990	5	WY	6.14	5.17	3.4	9.78	4.15
1990	6	AK	10.54	9.25	7.48	13.93	9.66
1990	6	AL	6.8	6.97	4.65	6.46	5.86
1990	6	AR	8.6	7.62	5.33	7.27	7.13
1990	6	AZ	9.84	8.96	6.14	5.88	8.43
1990	6	CA	9.95	9.8	7.63	4.8	9.05
1990	6	CO	7.36	6	4.7	9.5	6.22
1990	6	CT	10.55	9.51	8.05	14.8	9.58
1990	6	DC	6.36	7.48	6.32	6.06	6.92
1990	6	DE	9.35	7.78	4.88	10.81	6.99
1990	6	FL	7.71	6.6	5.14	6.8	7.01
1990	6	GA	8.12	7.36	5.18	8.41	6.96
1990	6	HI	9.85	9.77	7.04	9.01	8.51
1990	6	IA	8.77	6.99	4.32	6.47	6.43
1990	6	ID	5.07	4.03	2.76	4.6	3.77
1990	6	IL	11.34	8.35	5.6	7.51	8.11
1990	6	IN	7.3	6.14	4.04	8.88	5.4
1990	6	KS	8.59	6.62	4.96	9.09	6.8
1990	6	KY	5.93	5.49	3.7	4.93	4.62
1990	6	LA	7.32	6.76	4.06	6.85	5.98
1990	6	MA	9.86	8.24	7.92	11.67	8.75
1990	6	MD	8.3	7.96	5.38	9.57	7.02
1990	6	ME	8.95	7.2	5.24	11.44	6.95
1990	6	MI	7.9	8.26	5.84	11.07	7.11
1990	6	MN	7.33	6.43	4.45	7.75	5.7
1990	6	MO	8.55	7.1	5.39	6.94	7.22
1990	6	MS	7.02	7.16	4.6	8.09	6.15
1990	6	MT	4.93	4.38	2.6	4.79	3.53
1990	6	NC	7.84	6.32	4.85	6.89	6.27
1990	6	ND	6.99	6.79	4.91	3.89	6.09
1990	6	NE	7.06	6.16	4.39	6.81	6.03
1990	6	NH	10.4	9.68	7.59	12.33	9.13
1990	6	NJ	11.05	9.48	7.65	19.15	9.56
1990	6	NM	9.1	8.43	5.23	5.96	7.34
1990	6	NV	5.63	6.07	4.97	4.33	5.44
1990	6	NY	11.64	10.75	5.79	7.76	9.4
1990	6	OH	8.61	7.71	4	6.35	6.01
1990	6	OK	7.16	6.42	3.94	5.91	6.05
1990	6	OR	4.64	4.69	3.05	4.68	4.02
1990	6	PA	9.66	8.43	6.02	11.02	7.77
1990	6	RI	10.24	9.17	8.75	9.96	9.47
1990	6	SC	7.28	6.11	4.43	5.55	5.69
1990	6	SD	7.52	7.03	4.73	4.55	6.41
1990	6	TN	5.71	6.04	4.71	7.02	5.29
1990	6	TX	7.2	5.88	3.79	5.99	5.68
1990	6	UT	7.24	6.51	3.92	4.59	5.54
1990	6	VA	8.03	6.1	4.23	5.26	6.26
1990	6	VT	8.53	7.57	5.78	12.44	7.39
1990	6	WA	4.22	4.03	2.23	2.89	3.15
1990	6	WI	6.75	5.83	3.97	6.94	5.37
1990	6	WV	6.09	5.37	3.55	8.99	4.7
1990	6	WY	6.18	5.19	3.47	8.63	4.24
1990	7	AK	10.52	9.14	7.95	13.42	9.58
1990	7	AL	6.43	6.66	4.73	5.79	5.78
1990	7	AR	8.33	6.59	5.53	7.36	7.04
1990	7	AZ	9.77	8.87	6.08	5.98	8.51
1990	7	CA	10.43	10.14	8.87	4.4	9.68
1990	7	CO	7.24	5.73	4.59	8.12	6.03
1990	7	CT	9.95	8.9	7.44	13.78	9.01
1990	7	DC	7.15	7.47	6.16	5.99	6.97
1990	7	DE	9.03	7.41	4.9	10.12	7.05
1990	7	FL	7.7	6.59	5.09	6.9	7.03
1990	7	GA	8.14	7.11	5.12	8.23	7
1990	7	HI	9.55	9.4	6.63	8.55	8.15
1990	7	IA	8.38	6.68	4.48	6.55	6.54
1990	7	ID	5	3.84	2.76	4.3	3.69
1990	7	IL	12.02	8.5	6.1	7.12	8.73
1990	7	IN	6.77	5.96	4.1	8.85	5.4
1990	7	KS	8.21	6.72	4.97	9.45	6.95
1990	7	KY	5.72	5.37	3.96	4.73	4.82
1990	7	LA	7.46	6.79	4.1	7.44	6.13
1990	7	MA	9.97	9.07	8.4	11.15	9.25
1990	7	MD	8.32	8.09	6.17	8.84	7.45
1990	7	ME	9.19	7.39	5.66	11.15	7.27
1990	7	MI	8.05	8.18	5.87	10.54	7.2
1990	7	MN	7.24	6.25	4.25	6.86	5.58
1990	7	MO	8.09	7.07	5.47	6.92	7.15
1990	7	MS	6.84	6.98	4.56	7.98	6.12
1990	7	MT	4.86	4.26	2.73	4.38	3.57
1990	7	NC	7.98	6.49	5.19	6.66	6.68
1990	7	ND	7.04	6.75	4.95	3.73	6.1
1990	7	NE	6.61	5.95	4.26	7.29	5.99
1990	7	NH	10.53	9.67	7.5	13.9	9.16
1990	7	NJ	11.07	9.21	7.68	18.46	9.64
1990	7	NM	9.05	8.4	5.19	5.85	7.39
1990	7	NV	5.19	5.9	5.49	4.39	5.43
1990	7	NY	11.8	11.32	6.79	7.71	10.02
1990	7	OH	8.42	7.32	4.17	6.02	6.14
1990	7	OK	6.79	6.15	3.82	5.6	5.89
1990	7	OR	4.77	4.62	3.01	4.25	4.01
1990	7	PA	10.06	8.35	6.07	11.99	8
1990	7	RI	10.54	9.84	9.34	9.89	9.99
1990	7	SC	7.12	6.07	4.47	5.25	5.81
1990	7	SD	7.25	7.05	4.7	5.42	6.42
1990	7	TN	5.67	5.93	4.66	6.76	5.29
1990	7	TX	7.52	6.04	4.04	6.86	6.07
1990	7	UT	7.18	6.01	3.94	4.34	5.47
1990	7	VA	7.97	5.9	4.26	5.13	6.34
1990	7	VT	8.86	7.55	5.97	13.37	7.59
1990	7	WA	4.3	4.06	2.37	2.76	3.21
1990	7	WI	6.75	5.77	4	6.66	5.41
1990	7	WV	6.07	5.3	3.65	9.01	4.84
1990	7	WY	6.33	5.08	3.5	7.71	4.31
1990	8	AK	10.61	9.09	7.32	12.15	9.52
1990	8	AL	6.94	6.85	4.38	5.97	5.85
1990	8	AR	8.44	7.19	5.58	7.35	7.16
1990	8	AZ	9.63	8.77	5.9	5.61	8.32
1990	8	CA	10.45	10.07	8.81	4.8	9.67
1990	8	CO	7.33	5.82	4.6	5.85	5.98
1990	8	CT	9.96	8.92	7.52	13.05	9.05
1990	8	DC	7.42	7.74	6.58	6.31	7.3
1990	8	DE	9.01	7.4	4.7	10.51	6.96
1990	8	FL	7.7	6.57	5.14	6.94	7.04
1990	8	GA	8.07	7.09	4.94	8.29	6.87
1990	8	HI	9.1	8.88	6.32	8.3	7.77
1990	8	IA	8.79	6.94	4.56	6.41	6.72
1990	8	ID	5.01	3.88	2.65	4.2	3.66
1990	8	IL	11.76	8.22	5.8	6.77	8.34
1990	8	IN	6.89	5.94	4.07	8.62	5.38
1990	8	KS	8.14	6.78	5.05	8.85	6.86
1990	8	KY	5.75	5.4	3.85	4.82	4.75
1990	8	LA	7.48	6.95	4.18	6.57	6.15
1990	8	MA	9.92	9.12	8.34	11.33	9.26
1990	8	MD	8.27	7.96	6.2	8.98	7.44
1990	8	ME	9.41	7.52	5.44	10.67	7.25
1990	8	MI	8.02	8.17	5.83	10.11	7.14
1990	8	MN	7.27	6.35	4.28	6.04	5.58
1990	8	MO	8.12	7.07	5.37	6.66	7.13
1990	8	MS	6.87	7.05	4.66	7.94	6.15
1990	8	MT	4.84	4.17	2.77	4.32	3.58
1990	8	NC	8.04	6.52	5.07	7.45	6.64
1990	8	ND	7.03	6.7	4.91	3.69	6.07
1990	8	NE	6.71	5.89	4.15	6.74	5.84
1990	8	NH	10.54	9.46	7.45	12.63	9.12
1990	8	NJ	11.08	9.15	7.57	17.26	9.57
1990	8	NM	9.2	8.45	5.03	5.89	7.28
1990	8	NV	5.46	6	5.59	5.12	5.62
1990	8	NY	11.89	11.01	6.48	7.6	9.88
1990	8	OH	8.55	7.44	4.1	5.74	6.07
1990	8	OK	6.99	6.37	3.99	5.82	6.03
1990	8	OR	4.75	4.56	3.01	3.99	3.96
1990	8	PA	10.05	8.3	6.13	11.21	8
1990	8	RI	10.32	9.61	9.1	9.48	9.76
1990	8	SC	7.14	6.11	4.41	5.43	5.76
1990	8	SD	7.44	6.43	4.87	4.41	6.23
1990	8	TN	5.67	6.14	4.57	6.98	5.26
1990	8	TX	7.41	6.15	4.01	6.36	5.95
1990	8	UT	7.11	6.04	3.89	3.74	5.35
1990	8	VA	7.98	5.94	4.21	5.04	6.24
1990	8	VT	8.89	7.56	5.73	12.93	7.49
1990	8	WA	4.24	4.02	2.39	2.74	3.19
1990	8	WI	6.74	5.86	3.92	6.75	5.38
1990	8	WV	6.03	5.33	3.56	8.79	4.75
1990	8	WY	6.3	4.91	3.44	7.39	4.12
1990	9	AK	10.54	9.07	7.28	13.32	9.56
1990	9	AL	6.58	6.62	4.44	5.52	5.7
1990	9	AR	8.39	7.15	5.43	7.26	7.12
1990	9	AZ	9.51	8.67	5.78	5.47	8.21
1990	9	CA	10	9.97	8.45	4.53	9.36
1990	9	CO	7.07	5.53	4.41	5.7	5.73
1990	9	CT	10.13	9	7.64	13.21	9.15
1990	9	DC	7.35	7.75	6.47	6.17	7.25
1990	9	DE	9.05	7.33	4.78	10.57	6.94
1990	9	FL	7.69	6.61	5.1	6.77	7.03
1990	9	GA	7.72	7.27	4.97	8.29	6.77
1990	9	HI	9.2	9	6.56	8.3	7.95
1990	9	IA	8.33	6.79	4.35	6.35	6.46
1990	9	ID	5.05	4.03	2.72	3.96	3.74
1990	9	IL	11.72	8.15	5.72	7.25	8.46
1990	9	IN	6.8	5.9	3.99	8.38	5.29
1990	9	KS	7.29	6.57	4.75	8.58	6.43
1990	9	KY	5.79	5.41	3.82	4.81	4.69
1990	9	LA	7.45	6.85	4.13	8.22	6.14
1990	9	MA	10.27	9.46	8.39	12.21	9.54
1990	9	MD	8.38	8.14	6.23	9.23	7.48
1990	9	ME	9.39	7.6	5.47	11.18	7.25
1990	9	MI	8.08	8.2	5.84	9.84	7.19
1990	9	MN	7.27	6.27	4.59	6.8	5.76
1990	9	MO	7.32	6.37	5.13	6.66	6.5
1990	9	MS	6.79	6.99	4.65	7.89	6.14
1990	9	MT	5.17	4.48	2.83	5.01	3.8
1990	9	NC	8.06	6.48	5.14	6.72	6.63
1990	9	ND	6.93	6.66	4.84	3.94	6.06
1990	9	NE	6.56	5.76	4.07	6.14	5.73
1990	9	NH	10.53	9.61	7.57	13.05	9.14
1990	9	NJ	11.01	9.26	7.52	16.3	9.48
1990	9	NM	9.06	8.13	4.86	5.66	7.06
1990	9	NV	5.72	6.41	5.83	5.19	5.9
1990	9	NY	11.98	11.1	6.47	8.11	9.98
1990	9	OH	8.83	7.68	4.19	6.31	6.22
1990	9	OK	6.89	6.2	3.93	6.33	5.99
1990	9	OR	4.94	4.66	3.15	4.45	4.13
1990	9	PA	10.03	8.34	6.01	11.42	7.97
1990	9	RI	10.26	9.72	9.03	9.13	9.74
1990	9	SC	7.08	5.94	4.48	5.07	5.75
1990	9	SD	7.24	6.79	4.76	4.79	6.31
1990	9	TN	5.67	5.92	4.69	6.87	5.3
1990	9	TX	7.67	6.1	4.02	6.23	6.09
1990	9	UT	7.18	6.23	3.89	4.04	5.45
1990	9	VA	7.77	6.02	4.35	5.28	6.16
1990	9	VT	9.28	7.52	5.99	12.36	7.66
1990	9	WA	4.32	4	2.42	2.85	3.23
1990	9	WI	6.77	5.77	4.02	6.42	5.37
1990	9	WV	5.68	5.17	3.49	8.79	4.57
1990	9	WY	6.37	5.16	3.41	7.13	4.16
1990	10	AK	10.42	9.19	7.43	14.32	9.69
1990	10	AL	6.66	6.88	4.38	5.48	5.59
1990	10	AR	8.12	6.92	5.02	7.96	6.64
1990	10	AZ	9.6	8.75	5.66	5.51	8.09
1990	10	CA	9.69	10.12	8.38	4.63	9.28
1990	10	CO	7.17	5.75	4.48	7.86	5.91
1990	10	CT	10.67	9.45	7.69	13.08	9.47
1990	10	DC	6.51	7.54	6.24	5.76	6.94
1990	10	DE	8.53	6.6	4.38	10.58	6.17
1990	10	FL	7.76	6.65	5.26	6.54	7.07
1990	10	GA	7.03	7.35	4.66	8.05	6.29
1990	10	HI	10.75	10.59	8.08	9.86	9.5
1990	10	IA	8.03	6.34	3.74	5.63	5.74
1990	10	ID	5.06	4.52	2.59	4.91	3.86
1990	10	IL	10.57	8.07	5.54	6.98	7.64
1990	10	IN	7.37	6.19	4.09	7.55	5.41
1990	10	KS	7.54	6.47	4.56	7.71	6.24
1990	10	KY	5.84	5.39	3.45	4.67	4.4
1990	10	LA	7.5	7.03	4.47	6.33	6.16
1990	10	MA	10.76	10.08	8.61	11.75	9.98
1990	10	MD	7.91	7.65	5.43	8.33	6.82
1990	10	ME	9.43	7.67	5.54	11.73	7.26
1990	10	MI	7.74	8.16	5.79	9.85	7
1990	10	MN	6.76	5.98	4.03	6.97	5.19
1990	10	MO	7.06	6.15	4.64	6.75	6.09
1990	10	MS	7.15	7.3	4.78	7.76	6.29
1990	10	MT	5.16	4.65	2.82	4.73	3.82
1990	10	NC	8.45	6.54	4.66	7.02	6.42
1990	10	ND	6.73	6.73	5	3.63	5.99
1990	10	NE	5.91	5.3	3.94	6.01	5.17
1990	10	NH	10.5	9.71	7.36	13.59	9.09
1990	10	NJ	10.02	8.94	7.13	14.57	8.8
1990	10	NM	9.24	8.15	4.85	5.58	7.03
1990	10	NV	5.81	6.34	4.77	4.82	5.48
1990	10	NY	11.71	11.02	5.84	8.09	9.58
1990	10	OH	8.49	7.65	4.06	6.14	5.94
1990	10	OK	6.48	5.69	3.49	5.95	5.28
1990	10	OR	4.9	4.76	3.16	4.63	4.18
1990	10	PA	9.72	8.2	6.07	10.82	7.71
